"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.284051229E0	-1.245880127E-1	9.651596069E0	2.868194580E-1	9.656660616E0
1.288049032E0	-1.197967529E-1	9.653991699E0	3.251342773E-1	9.660208035E0
1.292046835E0	-1.221923828E-1	9.653991699E0	3.562622070E-1	9.661335801E0
1.296044638E0	-1.221923828E-1	9.651596069E0	3.945617676E-1	9.660430459E0
1.300042440E0	-1.126098633E-1	9.651596069E0	4.280853271E-1	9.661741288E0
1.304040243E0	-1.078186035E-1	9.651596069E0	4.711761475E-1	9.663691763E0
1.308038046E0	-9.585571289E-2	9.658782959E0	5.166625977E-1	9.673066567E0
1.312035848E0	-8.148193359E-2	9.656387329E0	5.501861572E-1	9.672391657E0
1.316033651E0	-7.431030273E-2	9.665969849E0	5.908966064E-1	9.684299352E0
1.320031454E0	-7.431030273E-2	9.656387329E0	6.196136475E-1	9.676531369E0
1.324029257E0	-7.191467285E-2	9.658782959E0	6.531372070E-1	9.681107797E0
1.328057577E0	-6.472778320E-2	9.656387329E0	6.914520264E-1	9.681328000E0
1.332055380E0	-5.993652344E-2	9.658782959E0	7.297515869E-1	9.686496684E0
1.336053182E0	-5.036926270E-2	9.663574219E0	7.632751465E-1	9.693801767E0
1.340050985E0	-5.514526367E-2	9.665969849E0	7.896118164E-1	9.698324646E0
1.344048788E0	-4.557800293E-2	9.670761108E0	8.135528564E-1	9.705027873E0
1.348046591E0	-4.318237305E-2	9.670761108E0	8.374938965E-1	9.707053166E0
1.352044393E0	-3.839111328E-2	9.673156738E0	8.614349365E-1	9.711514059E0
1.356042196E0	-3.599548340E-2	9.668365479E0	8.925628662E-1	9.709544540E0
1.360039999E0	-4.078674316E-2	9.663574219E0	9.141082764E-1	9.706797834E0
1.364037802E0	-3.359985352E-2	9.661178589E0	9.404449463E-1	9.706901533E0
1.368035604E0	-3.599548340E-2	9.668365479E0	9.691772461E-1	9.716886911E0
1.372033407E0	-3.839111328E-2	9.668365479E0	9.883270264E-1	9.718824786E0
1.376031210E0	-3.120422363E-2	9.665969849E0	1.002685547E0	9.717886865E0
1.380059530E0	-3.599548340E-2	9.668365479E0	1.024246216E0	9.722533981E0
1.384057333E0	-3.359985352E-2	9.670761108E0	1.041000366E0	9.726686544E0
1.388055136E0	-2.403259277E-2	9.670761108E0	1.045791626E0	9.727172154E0
1.392052938E0	-2.403259277E-2	9.673156738E0	1.050582886E0	9.730070054E0
1.396050741E0	-2.642822266E-2	9.670761108E0	1.062545776E0	9.728993904E0
1.400048544E0	-2.403259277E-2	9.673156738E0	1.064941406E0	9.731630852E0
1.404046347E0	-3.120422363E-2	9.670761108E0	1.067337036E0	9.729532490E0
1.408044149E0	-3.120422363E-2	9.670761108E0	1.067337036E0	9.729532490E0
1.412041952E0	-4.078674316E-2	9.673156738E0	1.079315186E0	9.733270063E0
1.416039755E0	-4.797363281E-2	9.670761108E0	1.076919556E0	9.730656587E0
1.420037557E0	-5.036926270E-2	9.668365479E0	1.072128296E0	9.727758589E0
1.424035360E0	-4.797363281E-2	9.668365479E0	1.067337036E0	9.727219584E0
1.428063681E0	-4.797363281E-2	9.670761108E0	1.052978516E0	9.728036063E0
1.432061483E0	-4.797363281E-2	9.668365479E0	1.043395996E0	9.724621725E0
1.436059286E0	-5.276489258E-2	9.661178589E0	1.038604736E0	9.716987993E0
1.440057089E0	-6.233215332E-2	9.670761108E0	1.017059326E0	9.724295110E0
1.444054891E0	-7.431030273E-2	9.668365479E0	1.002685547E0	9.720503657E0
1.448052694E0	-8.148193359E-2	9.661178589E0	9.883270264E-1	9.711941173E0
1.452050497E0	-8.148193359E-2	9.665969849E0	9.667816162E-1	9.714539573E0
1.456048300E0	-8.627319336E-2	9.673156738E0	9.452362061E-1	9.719612947E0
1.460046102E0	-8.866882324E-2	9.663574219E0	9.260711670E-1	9.708250957E0
1.464043905E0	-9.585571289E-2	9.665969849E0	8.973541260E-1	9.708007306E0
1.468041708E0	-9.585571289E-2	9.665969849E0	8.757934570E-1	9.706038101E0
1.472039511E0	-1.006469727E-1	9.663574219E0	8.518524170E-1	9.701569411E0
1.476037313E0	-1.078186035E-1	9.658782959E0	8.231353760E-1	9.694393480E0
1.480065634E0	-1.150054932E-1	9.661178589E0	7.896118164E-1	9.694074727E0
1.484063436E0	-1.174011230E-1	9.661178589E0	7.608795166E-1	9.691805425E0
1.488061239E0	-1.245880127E-1	9.661178589E0	7.177886963E-1	9.688607460E0
1.492059042E0	-1.245880127E-1	9.661178589E0	6.914520264E-1	9.686691892E0
1.496056845E0	-1.317596436E-1	9.649215698E0	6.555328369E-1	9.672354806E0
1.500054647E0	-1.317596436E-1	9.646820068E0	6.244049072E-1	9.667904609E0
1.504052450E0	-1.293792725E-1	9.651596069E0	5.908966064E-1	9.670532792E0
1.508050253E0	-1.341552734E-1	9.651596069E0	5.573730469E-1	9.668607399E0
1.512048056E0	-1.389465332E-1	9.651596069E0	5.262451172E-1	9.666930575E0
1.516045858E0	-1.509246826E-1	9.644424438E0	4.927215576E-1	9.658181793E0
1.520043661E0	-1.557159424E-1	9.646820068E0	4.568176270E-1	9.658885403E0
1.524041464E0	-1.580963135E-1	9.649215698E0	4.185028076E-1	9.659580873E0
1.528069784E0	-1.580963135E-1	9.639633179E0	3.778076172E-1	9.648329434E0
1.532067587E0	-1.580963135E-1	9.646820068E0	3.418884277E-1	9.654171097E0
1.536065389E0	-1.509246826E-1	9.649215698E0	3.035888672E-1	9.655170017E0
1.540063192E0	-1.533203125E-1	9.642028809E0	2.676696777E-1	9.646961891E0
1.544060995E0	-1.580963135E-1	9.642028809E0	2.389373779E-1	9.646284521E0
1.548058798E0	-1.461334229E-1	9.646820068E0	2.006378174E-1	9.650012847E0
1.552056600E0	-1.437377930E-1	9.642028809E0	1.719055176E-1	9.644632269E0
1.556054403E0	-1.461334229E-1	9.639633179E0	1.407775879E-1	9.641768568E0
1.560052206E0	-1.389465332E-1	9.637237549E0	1.072540283E-1	9.638835881E0
1.564050009E0	-1.365509033E-1	9.639633179E0	7.135009766E-2	9.640864318E0
1.568047811E0	-1.341552734E-1	9.651596069E0	3.303527832E-2	9.652584921E0
1.572045614E0	-1.461334229E-1	9.649215698E0	-1.005554199E-2	9.650327439E0
1.576073934E0	-1.341552734E-1	9.651596069E0	-5.314636230E-2	9.652674700E0
1.580071737E0	-1.221923828E-1	9.651596069E0	-8.666992188E-2	9.652758639E0
1.584069540E0	-1.197967529E-1	9.656387329E0	-1.201934814E-1	9.657878338E0
1.588067343E0	-1.126098633E-1	9.651596069E0	-1.537017822E-1	9.653476674E0
1.592065145E0	-9.825134277E-2	9.656387329E0	-1.920166016E-1	9.658795989E0
1.596062948E0	-9.825134277E-2	9.658782959E0	-2.207489014E-1	9.661804782E0
1.600060751E0	-9.106445312E-2	9.658782959E0	-2.494812012E-1	9.662433537E0
1.604058554E0	-8.387756348E-2	9.658782959E0	-2.853851318E-1	9.663362167E0
1.608056356E0	-7.670593262E-2	9.661178589E0	-3.093261719E-1	9.666433583E0
1.612054159E0	-7.191467285E-2	9.665969849E0	-3.380584717E-1	9.672147040E0
1.616051962E0	-5.754089355E-2	9.665969849E0	-3.691864014E-1	9.673188857E0
1.620049764E0	-5.276489258E-2	9.661178589E0	-4.027099609E-1	9.669712052E0
1.624078085E0	-5.036926270E-2	9.668365479E0	-4.314270020E-1	9.678117448E0
1.628075888E0	-4.557800293E-2	9.675552368E0	-4.625549316E-1	9.686709867E0
1.632073690E0	-4.557800293E-2	9.673156738E0	-4.936828613E-1	9.685853675E0
1.636071493E0	-3.599548340E-2	9.682723999E0	-5.176239014E-1	9.696616638E0
1.640069296E0	-3.359985352E-2	9.685119629E0	-5.463562012E-1	9.700576080E0
1.644067098E0	-1.924133301E-2	9.675552368E0	-5.726928711E-1	9.692505403E0
1.648064901E0	-1.684570312E-2	9.685119629E0	-5.918426514E-1	9.703200695E0
1.652062704E0	-1.684570312E-2	9.682723999E0	-6.157836914E-1	9.702299592E0
1.656060507E0	-9.658813477E-3	9.682723999E0	-6.373291016E-1	9.703681040E0
1.660058309E0	-4.867553711E-3	9.682723999E0	-6.588897705E-1	9.705117385E0
1.664056112E0	1.188659668E-2	9.687515259E0	-6.828308105E-1	9.711557604E0
1.668053915E0	1.428222656E-2	9.682723999E0	-7.043762207E-1	9.708320858E0
1.672051718E0	3.103637695E-2	9.677932739E0	-7.187347412E-1	9.704634202E0
1.676080038E0	2.624511719E-2	9.685119629E0	-7.426757812E-1	9.713588335E0
1.680077841E0	2.624511719E-2	9.687515259E0	-7.498626709E-1	9.716528944E0
1.684075643E0	2.864074707E-2	9.692306519E0	-7.618408203E-1	9.722243948E0
1.688073446E0	3.822326660E-2	9.697097778E0	-7.761993408E-1	9.728188514E0
1.692071249E0	3.822326660E-2	9.694702148E0	-7.905578613E-1	9.726957001E0
1.696069052E0	4.301452637E-2	9.692306519E0	-8.025360107E-1	9.725570418E0
1.700066854E0	3.822326660E-2	9.692306519E0	-8.144989014E-1	9.726544871E0
1.704064657E0	3.582763672E-2	9.692306519E0	-8.240814209E-1	9.727342878E0
1.708062460E0	4.061889648E-2	9.689910889E0	-8.264770508E-1	9.725178006E0
1.712060263E0	4.061889648E-2	9.687515259E0	-8.288726807E-1	9.722994997E0
1.716058065E0	4.541015625E-2	9.685119629E0	-8.408355713E-1	9.721656688E0
1.720055868E0	4.301452637E-2	9.697097778E0	-8.432312012E-1	9.733786233E0
1.724053671E0	2.384948730E-2	9.699493408E0	-8.504180908E-1	9.736732106E0
1.728081991E0	3.103637695E-2	9.689910889E0	-8.528137207E-1	9.727416282E0
1.732079794E0	2.624511719E-2	9.687515259E0	-8.528137207E-1	9.725015781E0
1.736077597E0	2.864074707E-2	9.694702148E0	-8.600006104E-1	9.732814140E0
1.740075399E0	1.667785645E-2	9.699493408E0	-8.528137207E-1	9.736926711E0
1.744073202E0	1.667785645E-2	9.692306519E0	-8.456268311E-1	9.729140175E0
1.748071005E0	2.146911621E-2	9.692306519E0	-8.360595703E-1	9.728322681E0
1.752068807E0	1.428222656E-2	9.687515259E0	-8.336639404E-1	9.723330265E0
1.756066610E0	1.188659668E-2	9.689910889E0	-8.264770508E-1	9.725100444E0
1.760064413E0	9.490966797E-3	9.687515259E0	-8.144989014E-1	9.721699976E0
1.764062216E0	2.304077148E-3	9.687515259E0	-8.049316406E-1	9.720898731E0
1.768060018E0	-7.263183594E-3	9.694702148E0	-7.953491211E-1	9.727275195E0
1.772057821E0	-1.205444336E-2	9.692306519E0	-7.809906006E-1	9.723728569E0
1.776086141E0	-1.924133301E-2	9.675552368E0	-7.738037109E-1	9.706464652E0
1.780083944E0	-2.163696289E-2	9.673156738E0	-7.546539307E-1	9.702573473E0
1.784081747E0	-2.163696289E-2	9.675552368E0	-7.402801514E-1	9.703854723E0
1.788079550E0	-2.403259277E-2	9.668365479E0	-7.283172607E-1	9.695788499E0
1.792077352E0	-3.120422363E-2	9.670761108E0	-7.043762207E-1	9.696429239E0
1.796075155E0	-3.839111328E-2	9.673156738E0	-6.780395508E-1	9.696967196E0
1.800072958E0	-4.797363281E-2	9.665969849E0	-6.612701416E-1	9.688681685E0
1.804070761E0	-5.036926270E-2	9.665969849E0	-6.373291016E-1	9.687089272E0
1.808068563E0	-5.514526367E-2	9.673156738E0	-6.181793213E-1	9.693046371E0
1.812066366E0	-6.472778320E-2	9.661178589E0	-6.014251709E-1	9.680096779E0
1.816064169E0	-6.472778320E-2	9.663574219E0	-5.750885010E-1	9.680887519E0
1.820061972E0	-7.431030273E-2	9.663574219E0	-5.415649414E-1	9.679022744E0
1.824090292E0	-9.106445312E-2	9.658782959E0	-5.224151611E-1	9.673329240E0
1.828088095E0	-9.346008301E-2	9.653991699E0	-5.008697510E-1	9.667427839E0
1.832085897E0	-9.346008301E-2	9.646820068E0	-4.673461914E-1	9.658586060E0
1.836083700E0	-9.346008301E-2	9.649215698E0	-4.338226318E-1	9.659415120E0
1.840081503E0	-9.585571289E-2	9.663574219E0	-4.050903320E-1	9.672536026E0
1.844079306E0	-9.346008301E-2	9.665969849E0	-3.763732910E-1	9.673746159E0
1.848077108E0	-1.102142334E-1	9.658782959E0	-3.500366211E-1	9.665751966E0
1.852074911E0	-1.102142334E-1	9.661178589E0	-3.213043213E-1	9.667148254E0
1.856072714E0	-1.174011230E-1	9.653991699E0	-2.973632812E-1	9.659283807E0
1.860070516E0	-1.221923828E-1	9.651596069E0	-2.686309814E-1	9.656106890E0
1.864068319E0	-1.269836426E-1	9.653991699E0	-2.375030518E-1	9.657747578E0
1.868066122E0	-1.269836426E-1	9.661178589E0	-2.087707520E-1	9.664268301E0
1.872063925E0	-1.269836426E-1	9.651596069E0	-1.776428223E-1	9.654065905E0
1.876092245E0	-1.269836426E-1	9.646820068E0	-1.513061523E-1	9.648842201E0
1.880090048E0	-1.221923828E-1	9.646820068E0	-1.106109619E-1	9.648227982E0
1.884087850E0	-1.150054932E-1	9.644424438E0	-7.948303223E-2	9.645437604E0
1.888085653E0	-1.126098633E-1	9.644424438E0	-4.597473145E-2	9.645191414E0
1.892083456E0	-1.078186035E-1	9.649215698E0	-5.264282227E-3	9.649819488E0
1.896081259E0	-1.006469727E-1	9.656387329E0	3.063964844E-2	9.656960435E0
1.900079061E0	-9.585571289E-2	9.656387329E0	7.374572754E-2	9.657144661E0
1.904076864E0	-9.825134277E-2	9.653991699E0	1.048736572E-1	9.655061240E0
1.908074667E0	-9.585571289E-2	9.668365479E0	1.359863281E-1	9.669796876E0
1.912072470E0	-9.106445312E-2	9.668365479E0	1.719055176E-1	9.670322397E0
1.916070272E0	-8.627319336E-2	9.668365479E0	2.102050781E-1	9.671035119E0
1.920068075E0	-9.346008301E-2	9.663574219E0	2.413330078E-1	9.667039003E0
1.924096395E0	-9.346008301E-2	9.653991699E0	2.796478271E-1	9.658493331E0
1.928094198E0	-8.627319336E-2	9.656387329E0	3.131561279E-1	9.661848999E0
1.932092001E0	-8.148193359E-2	9.661178589E0	3.442840576E-1	9.667654449E0
1.936089804E0	-7.670593262E-2	9.658782959E0	3.897705078E-1	9.666948489E0
1.940087606E0	-6.712341309E-2	9.653991699E0	4.232940674E-1	9.663500357E0
1.944085409E0	-6.233215332E-2	9.653991699E0	4.544219971E-1	9.664881809E0
1.948083212E0	-6.951904297E-2	9.661178589E0	4.903411865E-1	9.673863711E0
1.952081014E0	-6.712341309E-2	9.663574219E0	5.262451172E-1	9.678125136E0
1.956078817E0	-5.036926270E-2	9.663574219E0	5.573730469E-1	9.679765930E0
1.960076620E0	-4.557800293E-2	9.658782959E0	5.908966064E-1	9.676948093E0
1.964074423E0	-4.318237305E-2	9.661178589E0	6.196136475E-1	9.681123773E0
1.968072225E0	-4.318237305E-2	9.658782959E0	6.507415771E-1	9.680775670E0
1.972100546E0	-5.036926270E-2	9.663574219E0	6.770782471E-1	9.687395868E0
1.976098348E0	-4.318237305E-2	9.663574219E0	6.986236572E-1	9.688890876E0
1.980096151E0	-3.839111328E-2	9.673156738E0	7.369384766E-1	9.701263499E0
1.984093954E0	-4.078674316E-2	9.670761108E0	7.680664062E-1	9.701299396E0
1.988091757E0	-3.359985352E-2	9.668365479E0	7.967987061E-1	9.701201377E0
1.992089559E0	-3.359985352E-2	9.668365479E0	8.207397461E-1	9.703197087E0
1.996087362E0	-3.599548340E-2	9.668365479E0	8.422851562E-1	9.705051828E0
2.000085165E0	-3.599548340E-2	9.670761108E0	8.614349365E-1	9.709118716E0
2.004082968E0	-3.599548340E-2	9.680328369E0	8.853759766E-1	9.720799537E0
2.008080770E0	-3.839111328E-2	9.677932739E0	9.069213867E-1	9.720409579E0
2.012078573E0	-1.684570312E-2	9.668365479E0	9.284667969E-1	9.712858765E0
2.016076376E0	-2.163696289E-2	9.665969849E0	9.404449463E-1	9.711636215E0
2.020074179E0	-2.163696289E-2	9.673156738E0	9.500274658E-1	9.719721273E0
2.024102499E0	-2.642822266E-2	9.670761108E0	9.571990967E-1	9.718052736E0
2.028100302E0	-2.882385254E-2	9.670761108E0	9.691772461E-1	9.719246667E0
2.032098104E0	-3.120422363E-2	9.661178589E0	9.739685059E-1	9.710198766E0
2.036095907E0	-3.599548340E-2	9.661178589E0	9.811401367E-1	9.710937306E0
2.040093710E0	-4.318237305E-2	9.665969849E0	9.955139160E-1	9.717195366E0
2.044091513E0	-4.318237305E-2	9.661178589E0	1.000305176E0	9.712921645E0
2.048089315E0	-4.318237305E-2	9.663574219E0	9.979095459E-1	9.715058150E0
2.052087118E0	-5.276489258E-2	9.663574219E0	1.000305176E0	9.715351834E0
2.056084921E0	-5.993652344E-2	9.656387329E0	1.002685547E0	9.708490456E0
2.060082723E0	-5.276489258E-2	9.661178589E0	9.931182861E-1	9.712231453E0
2.064080526E0	-5.276489258E-2	9.663574219E0	9.907226562E-1	9.714369882E0
2.068078329E0	-5.754089355E-2	9.661178589E0	9.883270264E-1	9.711769818E0
2.072106649E0	-5.514526367E-2	9.658782959E0	9.739685059E-1	9.707921709E0
2.076104452E0	-6.712341309E-2	9.653991699E0	9.500274658E-1	9.700856326E0
2.080102255E0	-7.431030273E-2	9.656387329E0	9.380493164E-1	9.702127333E0
2.084100057E0	-8.148193359E-2	9.656387329E0	9.236907959E-1	9.700807195E0
2.088097860E0	-8.866882324E-2	9.653991699E0	9.117126465E-1	9.697352104E0
2.092095663E0	-8.866882324E-2	9.651596069E0	8.949584961E-1	9.693405983E0
2.096093466E0	-9.585571289E-2	9.656387329E0	8.734130859E-1	9.696280472E0
2.100091268E0	-1.006469727E-1	9.653991699E0	8.494567871E-1	9.691814194E0
2.104089071E0	-1.102142334E-1	9.661178589E0	8.279113770E-1	9.697213834E0
2.108086874E0	-1.221923828E-1	9.658782959E0	8.183441162E-1	9.694158361E0
2.112084677E0	-1.293792725E-1	9.653991699E0	7.824249268E-1	9.686510388E0
2.116082479E0	-1.317596436E-1	9.653991699E0	7.584838867E-1	9.684638049E0
2.120080282E0	-1.413421631E-1	9.651596069E0	7.297515869E-1	9.680176738E0
2.124108602E0	-1.437377930E-1	9.649215698E0	7.010192871E-1	9.675714557E0
2.128106405E0	-1.365509033E-1	9.651596069E0	6.722869873E-1	9.675945568E0
2.132104208E0	-1.413421631E-1	9.658782959E0	6.459503174E-1	9.681390276E0
2.136102011E0	-1.389465332E-1	9.651596069E0	6.172332764E-1	9.672310466E0
2.140099813E0	-1.461334229E-1	9.651596069E0	5.885009766E-1	9.670625371E0
2.144097616E0	-1.413421631E-1	9.649215698E0	5.525817871E-1	9.666058547E0
2.148095419E0	-1.557159424E-1	9.639633179E0	5.238494873E-1	9.655112302E0
2.152093222E0	-1.557159424E-1	9.649215698E0	4.879455566E-1	9.662799900E0
2.156091024E0	-1.604919434E-1	9.642028809E0	4.472351074E-1	9.653729665E0
2.160088827E0	-1.604919434E-1	9.644424438E0	4.161071777E-1	9.654730737E0
2.164086630E0	-1.628875732E-1	9.644424438E0	3.849945068E-1	9.653479988E0
2.168084432E0	-1.580963135E-1	9.644424438E0	3.538665771E-1	9.652209009E0
2.172112753E0	-1.557159424E-1	9.644424438E0	3.155517578E-1	9.650841576E0
2.176110556E0	-1.557159424E-1	9.646820068E0	2.868194580E-1	9.652339110E0
2.180108358E0	-1.557159424E-1	9.649215698E0	2.581024170E-1	9.653922928E0
2.184106161E0	-1.533203125E-1	9.651596069E0	2.269744873E-1	9.655481926E0
2.188103964E0	-1.509246826E-1	9.644424438E0	1.886596680E-1	9.647450102E0
2.192101766E0	-1.437377930E-1	9.649215698E0	1.575469971E-1	9.651572162E0
2.196099569E0	-1.341552734E-1	9.639633179E0	1.192321777E-1	9.641303946E0
2.200097372E0	-1.293792725E-1	9.649215698E0	9.768676758E-2	9.650577459E0
2.204095175E0	-1.197967529E-1	9.653991699E0	5.937194824E-2	9.654917505E0
2.208092977E0	-1.221923828E-1	9.649215698E0	2.825927734E-2	9.650030733E0
2.212090780E0	-1.245880127E-1	9.651596069E0	-4.730224609E-4	9.652400172E0
2.216088583E0	-1.293792725E-1	9.651596069E0	-3.878784180E-2	9.652541125E0
2.220116903E0	-1.054382324E-1	9.656387329E0	-6.752014160E-2	9.657198996E0
2.224114706E0	-9.825134277E-2	9.661178589E0	-1.010284424E-1	9.662206363E0
2.228112509E0	-9.106445312E-2	9.661178589E0	-1.393432617E-1	9.662612535E0
2.232110311E0	-8.148193359E-2	9.656387329E0	-1.656799316E-1	9.658152276E0
2.236108114E0	-8.387756348E-2	9.661178589E0	-1.968078613E-1	9.663546994E0
2.240105917E0	-7.191467285E-2	9.658782959E0	-2.255249023E-1	9.661683158E0
2.244103720E0	-6.951904297E-2	9.658782959E0	-2.542572021E-1	9.662378996E0
2.248101522E0	-5.514526367E-2	9.658782959E0	-2.829895020E-1	9.663085031E0
2.252099325E0	-5.036926270E-2	9.663574219E0	-3.141174316E-1	9.668809312E0
2.256097128E0	-4.078674316E-2	9.668365479E0	-3.404541016E-1	9.674443838E0
2.260094931E0	-3.599548340E-2	9.668365479E0	-3.691864014E-1	9.675478557E0
2.264092733E0	-3.839111328E-2	9.675552368E0	-4.027099609E-1	9.684005515E0
2.268090536E0	-2.642822266E-2	9.675552368E0	-4.314270020E-1	9.685202184E0
2.272118856E0	-2.882385254E-2	9.680328369E0	-4.505920410E-1	9.690852457E0
2.276116659E0	-3.120422363E-2	9.680328369E0	-4.673461914E-1	9.691653290E0
2.280114462E0	-2.882385254E-2	9.677932739E0	-4.888916016E-1	9.690316193E0
2.284112264E0	-7.263183594E-3	9.680328369E0	-5.248107910E-1	9.694546738E0
2.288110067E0	-4.867553711E-3	9.670761108E0	-5.439605713E-1	9.686048586E0
2.292107870E0	-9.155273438E-5	9.677932739E0	-5.679016113E-1	9.694580669E0
2.296105673E0	9.490966797E-3	9.682723999E0	-5.870513916E-1	9.700508412E0
2.300103475E0	1.428222656E-2	9.685119629E0	-6.062164307E-1	9.704083912E0
2.304101278E0	2.384948730E-2	9.680328369E0	-6.229705811E-1	9.700382388E0
2.308099081E0	3.103637695E-2	9.682723999E0	-6.373291016E-1	9.703725866E0
2.312096884E0	2.146911621E-2	9.677932739E0	-6.540985107E-1	9.700035458E0
2.316094686E0	1.907348633E-2	9.680328369E0	-6.756439209E-1	9.703896941E0
2.320123007E0	2.146911621E-2	9.682723999E0	-6.947937012E-1	9.707643548E0
2.324120809E0	2.384948730E-2	9.682723999E0	-7.115478516E-1	9.708862610E0
2.328118612E0	2.146911621E-2	9.687515259E0	-7.235260010E-1	9.714520198E0
2.332116415E0	2.864074707E-2	9.687515259E0	-7.402801514E-1	9.715800887E0
2.336114218E0	3.343200684E-2	9.692306519E0	-7.450714111E-1	9.720959559E0
2.340112020E0	5.018615723E-2	9.689910889E0	-7.522583008E-1	9.719196687E0
2.344109823E0	4.541015625E-2	9.685119629E0	-7.594451904E-1	9.714955548E0
2.348107626E0	5.258178711E-2	9.687515259E0	-7.642211914E-1	9.717754409E0
2.352105429E0	4.061889648E-2	9.682723999E0	-7.690124512E-1	9.713298826E0
2.356103231E0	5.018615723E-2	9.689910889E0	-7.738037109E-1	9.720888018E0
2.360101034E0	5.018615723E-2	9.692306519E0	-7.881622314E-1	9.724429238E0
2.364098837E0	4.541015625E-2	9.697097778E0	-7.809906006E-1	9.728602866E0
2.368127157E0	4.061889648E-2	9.704269409E0	-7.833862305E-1	9.735922588E0
2.372124960E0	2.624511719E-2	9.699493408E0	-7.833862305E-1	9.731112740E0
2.376122763E0	1.907348633E-2	9.697097778E0	-7.857818604E-1	9.728901390E0
2.380120565E0	1.667785645E-2	9.692306519E0	-7.809906006E-1	9.723735399E0
2.384118368E0	1.188659668E-2	9.687515259E0	-7.761993408E-1	9.718568753E0
2.388116171E0	1.188659668E-2	9.689910889E0	-7.738037109E-1	9.720765737E0
2.392113973E0	7.095336914E-3	9.689910889E0	-7.690124512E-1	9.720380832E0
2.396111776E0	4.699707031E-3	9.685119629E0	-7.618408203E-1	9.715038124E0
2.400109579E0	4.699707031E-3	9.677932739E0	-7.594451904E-1	9.707685676E0
2.404107382E0	-2.487182617E-3	9.682723999E0	-7.402801514E-1	9.710981667E0
2.408105184E0	-7.263183594E-3	9.677932739E0	-7.331085205E-1	9.705662417E0
2.412102987E0	-4.867553711E-3	9.682723999E0	-7.211303711E-1	9.709541531E0
2.416131307E0	-9.658813477E-3	9.689910889E0	-7.019805908E-1	9.715309726E0
2.420129110E0	-1.684570312E-2	9.687515259E0	-6.852264404E-1	9.711733673E0
2.424126913E0	-2.163696289E-2	9.687515259E0	-6.732482910E-1	9.710905380E0
2.428124716E0	-3.839111328E-2	9.687515259E0	-6.564941406E-1	9.709810005E0
2.432122518E0	-5.276489258E-2	9.680328369E0	-6.421203613E-1	9.701745205E0
2.436120321E0	-5.276489258E-2	9.680328369E0	-6.229705811E-1	9.700496576E0
2.440118124E0	-5.036926270E-2	9.673156738E0	-6.109924316E-1	9.692564681E0
2.444115927E0	-7.191467285E-2	9.668365479E0	-5.918426514E-1	9.686730123E0
2.448113729E0	-7.910156250E-2	9.668365479E0	-5.679016113E-1	9.685352876E0
2.452111532E0	-7.431030273E-2	9.665969849E0	-5.511474609E-1	9.681955312E0
2.456109335E0	-8.627319336E-2	9.670761108E0	-5.272064209E-1	9.685505154E0
2.460107138E0	-9.106445312E-2	9.658782959E0	-5.056610107E-1	9.672438888E0
2.464135458E0	-8.627319336E-2	9.658782959E0	-4.841003418E-1	9.671291768E0
2.468133261E0	-9.585571289E-2	9.670761108E0	-4.577636719E-1	9.682063639E0
